NAME	TEAM1516	Height	Weight	OverallRating	crossing	finishing	heading_accuracy	short_passing	volleys	dribbling	curve	free_kick_accuracy	long_passing	ball_control	acceleration	sprint_speed	agility	reactions	balance	shot_power	jumping	stamina	strength	long_shots	aggression	interceptions	positioning	vision	penalties	marking	standing_tackle	sliding_tackle	GKdiving	GKhandling	GKkicking	GKpositioning	GKreflexes
Vitolo	8302	182.88	174	73	70	70	57	71	49	77	67	56	67	79	75	79	71	71	61	67	59	71	75	68	58	24	74	71	66	24	19	22	10	15	7	13	15
Anaitz_Arbilla	8558	177.8	165	69	71	27	62	59	33	56	55	58	56	66	69	76	60	67	69	72	76	80	79	49	79	68	47	56	46	65	72	66	13	7	14	12	8
Vicente_Gomez	8306	187.96	172	66	47	50	66	73	47	59	42	49	67	70	55	53	61	62	48	56	45	64	71	58	55	56	57	72	45	50	64	45	14	12	8	5	15
Juan_Carlos	9864	177.8	159	71	68	56	45	64	77	77	72	49	54	77	84	85	83	78	74	67	75	71	56	61	58	48	72	51	54	39	50	48	9	8	10	7	5
Raphael_Varane	8633	190.5	172	78	36	38	81	71	38	53	46	52	71	70	64	72	54	75	50	50	74	69	79	49	72	81	39	54	42	78	80	80	11	11	9	5	14
Jose_Recio	9864	182.88	163	70	58	56	56	77	54	68	76	66	71	74	68	66	70	67	61	70	58	74	65	70	51	58	67	74	54	48	61	48	9	13	8	9	8
Mateo_Kovacic	8633	177.8	170	76	73	57	48	85	71	83	79	71	78	85	82	77	79	74	76	73	61	73	57	73	63	53	68	83	58	39	55	52	9	5	6	7	7
Cristiano_Biraghi	7878	182.88	172	66	63	40	56	60	51	59	52	46	53	61	77	81	73	66	66	73	71	84	67	66	64	65	51	48	43	61	67	67	12	6	14	10	7
Cristiano_Piccini	8603	182.88	170	65	65	23	61	60	29	62	29	37	48	61	70	70	64	57	54	31	60	68	75	26	54	66	57	41	27	68	68	70	8	9	5	7	11
Isma_Lopez	9869	180.34	165	68	73	61	44	60	53	73	68	66	61	70	78	80	75	65	70	63	63	67	58	61	52	49	69	61	58	38	37	36	5	13	12	10	7
Pablo_Sarabia	8305	175.26	154	73	71	66	49	71	49	78	78	71	64	77	79	78	80	68	82	61	54	60	49	68	31	24	69	71	60	25	26	27	15	6	14	5	13
Francisco_Alcacer	10267	175.26	157	76	53	81	71	68	76	71	74	57	51	78	78	73	78	76	78	74	69	67	61	67	59	26	84	64	71	30	21	29	12	14	14	8	5
Borja_Ekiza	8372	180.34	161	74	39	33	62	66	17	26	35	31	49	59	68	70	63	76	64	33	85	69	79	33	79	75	47	56	47	76	76	78	7	6	8	13	13
Rafinha	8634	175.26	157	73	58	68	50	74	65	81	63	60	66	79	77	74	78	73	72	69	74	76	66	72	41	55	71	73	62	38	59	48	10	5	14	12	6
Nacho_Cases	9869	175.26	146	72	60	58	43	78	55	65	75	67	79	74	69	63	70	68	79	70	64	76	68	70	58	64	65	76	59	50	64	58	7	8	7	6	7
Christian_Atsu	9864	172.72	150	75	69	66	49	69	57	80	68	43	60	75	93	90	88	74	91	70	67	64	47	64	47	29	73	66	70	23	25	21	12	11	11	9	8
Hernan	8306	180.34	161	66	57	50	63	70	35	52	43	46	61	68	61	64	59	62	60	53	68	74	67	53	71	63	49	63	41	56	70	61	14	7	10	13	13
Jota	8372	180.34	154	66	54	60	40	69	39	72	63	65	69	72	69	66	76	63	69	56	58	58	57	63	48	28	64	65	53	18	25	19	13	13	12	5	7
Geronimo_Rulli	8560	187.96	176	75	24	24	24	31	24	24	24	24	22	23	54	48	39	71	50	23	66	46	70	24	25	20	24	28	26	24	24	24	77	73	67	73	78
Pablo_Hernandez	9910	185.42	179	71	44	72	55	74	69	73	73	67	72	73	85	83	72	62	55	69	70	75	76	70	59	33	73	65	60	24	34	26	5	14	8	14	9
Sergio_Alvarez	9910	177.8	165	66	18	17	20	31	15	17	15	19	41	22	46	52	55	56	52	28	74	51	64	19	46	28	17	39	32	19	17	15	65	65	68	68	67
David_Junca	8372	175.26	148	61	54	38	54	48	44	52	63	45	42	55	79	75	75	57	72	60	69	68	55	45	62	58	54	36	54	53	57	60	9	8	15	7	8
Juan_Carlos	8370	187.96	181	63	15	15	16	27	12	14	19	16	29	16	54	57	55	54	55	27	66	45	57	13	16	22	17	22	18	16	17	11	67	58	55	60	68
Gerard_Moreno	8558	177.8	165	67	54	71	58	57	59	65	52	40	41	67	70	67	71	67	70	73	72	63	64	60	36	26	71	52	70	27	25	27	14	11	6	11	9
Alhassane_Bangoura	8370	175.26	159	75	71	66	45	65	57	81	40	44	59	78	90	88	91	76	79	80	85	71	62	55	65	34	75	63	49	21	20	20	10	6	6	7	5
Alvaro_Gonzalez_Soberon	8558	180.34	150	72	57	21	73	59	30	46	55	44	56	62	72	75	67	70	65	46	85	77	71	25	83	74	44	46	35	66	72	78	7	12	11	11	7
Adnane_Tighadouini	9864	177.8	159	69	65	67	50	62	61	77	75	57	54	74	77	75	75	66	70	74	74	67	63	68	47	25	64	66	70	29	36	23	10	5	10	11	7
Dimitri_Foulquier	7878	182.88	172	66	65	46	53	65	44	65	56	39	63	66	73	77	67	58	65	57	69	70	72	51	65	64	58	49	54	65	70	71	10	6	5	9	13
Iago_Herrerin	8315	187.96	198	66	17	18	17	18	16	20	17	18	31	20	44	38	59	60	55	16	58	48	79	19	35	24	18	32	25	17	18	14	65	73	58	68	63
Moi_Gomez	8305	175.26	143	69	64	60	47	75	59	72	72	62	71	72	73	72	72	62	74	68	62	59	53	62	45	35	63	73	61	39	35	32	11	6	15	6	6
Bruno_Gonzalez	8603	185.42	190	69	20	22	68	57	22	32	48	30	58	60	45	56	36	59	32	62	59	75	87	21	71	65	35	34	41	71	74	66	11	8	7	12	7
Manuel_Trigueros	10205	177.8	154	73	65	62	62	77	59	73	74	72	72	76	73	69	77	72	71	70	73	73	59	75	53	48	69	72	58	47	53	50	8	13	11	6	7
Faycal_Fajr	9783	177.8	159	72	72	64	48	76	64	74	76	76	72	75	71	69	74	69	72	66	53	68	64	63	57	30	68	75	71	50	52	53	14	11	13	14	5
Angel_Trujillo	8581	177.8	174	67	33	24	56	51	23	35	37	39	47	53	61	66	58	61	62	34	79	75	77	26	75	67	38	44	35	65	72	65	7	13	15	10	8
Aleksandar_Pantic	8372	185.42	168	71	65	32	68	62	30	52	52	53	59	60	74	76	57	68	55	48	72	77	72	37	80	73	48	39	46	68	72	78	8	11	10	7	11
Jese_Rodriguez	8633	177.8	161	74	67	72	43	67	54	83	73	66	60	84	88	83	89	68	74	68	70	65	56	72	28	32	70	62	65	19	22	17	12	6	5	12	14
Denis_Suarez	10205	180.34	159	71	66	62	49	77	58	75	68	65	72	78	70	73	67	65	70	64	64	59	58	61	46	48	68	74	62	36	46	44	9	13	9	6	6
Alvaro_Vadillo	8603	180.34	154	69	66	56	47	60	46	82	66	50	57	78	89	85	83	51	70	56	66	62	48	67	45	38	54	50	58	22	25	24	5	6	12	9	6
Zouhair_Feddal	8581	190.5	172	66	48	30	68	59	28	42	27	28	54	61	44	50	45	49	33	48	59	63	76	32	66	66	31	34	37	69	72	58	13	14	12	10	8
Daniel_Carvajal	8633	172.72	161	75	77	32	51	71	32	71	72	47	65	76	80	83	80	75	81	60	79	83	67	28	77	75	55	56	45	75	74	75	13	13	15	9	15
Inigo_Martinez	8560	180.34	170	77	30	40	75	66	36	51	68	36	71	65	75	75	67	72	64	79	87	76	75	71	82	77	35	46	33	78	77	82	11	15	10	12	10
Ruben_Pardo	8560	182.88	150	72	53	52	44	80	41	69	73	71	79	75	68	67	77	74	83	73	64	66	47	68	58	58	63	75	63	46	57	50	6	12	7	10	6
Alex_Menendez	9869	180.34	148	63	66	47	51	60	42	59	64	48	51	65	73	74	65	59	58	67	61	73	71	65	59	62	43	53	49	60	58	62	12	5	12	8	6
Fran_Rico	7878	177.8	159	69	57	47	53	76	49	56	66	64	70	70	67	64	66	74	71	54	59	66	60	56	69	73	53	74	58	51	76	62	8	13	7	12	6
Ivan_Lopez	8581	175.26	152	68	69	41	45	64	36	69	56	37	58	69	79	80	75	69	79	54	71	76	63	51	64	67	55	57	45	65	70	72	13	10	10	9	9
Wilfried_Zahibo	10267	190.5	176	61	44	39	56	62	35	42	38	44	60	59	58	68	58	62	37	50	64	63	71	39	60	55	43	55	55	50	55	57	14	14	14	11	13
Pedro_Bigas	8306	180.34	172	68	64	49	47	63	43	50	45	42	60	60	75	76	66	68	64	61	74	79	71	46	72	72	57	46	48	73	73	71	14	13	8	12	10
Roque_Mesa	8306	167.64	141	68	60	52	31	72	33	63	45	47	64	69	76	79	78	71	83	57	60	84	64	53	73	66	60	67	41	55	55	55	14	7	6	10	8
Luciano_Dario_Vietto	9906	172.72	154	75	66	77	66	75	72	80	71	68	63	79	78	78	77	72	82	74	75	75	52	72	58	32	76	71	68	35	46	44	13	13	7	7	11
Igor_Lichnovsky	9869	185.42	174	66	31	24	70	52	25	43	25	26	46	52	62	64	46	59	52	39	79	64	76	22	65	59	37	33	30	66	70	67	9	8	11	14	14
Josip_Radosevic	8372	180.34	163	66	42	40	60	66	48	50	52	50	61	61	61	67	59	64	71	65	64	69	75	47	73	68	52	60	46	66	67	61	13	6	9	10	12
Sergio_Rico	8302	193.04	194	67	22	21	20	22	21	21	27	23	23	19	42	50	58	62	61	23	60	31	67	20	26	22	20	31	25	23	20	20	70	67	64	65	70
Nabil_Ghilas	8581	182.88	187	74	64	76	74	67	71	72	64	40	56	73	71	74	73	72	66	78	67	77	83	63	79	37	75	64	74	26	27	24	10	15	7	6	5
Roger	8581	177.8	163	68	46	65	60	57	71	62	41	43	38	66	78	77	76	63	68	81	74	67	70	59	49	23	70	52	66	19	24	22	14	12	14	13	7
Sebastian_Cristoforo	8302	172.72	154	71	54	35	56	76	35	57	61	34	78	70	71	68	74	62	87	70	62	67	57	67	81	75	60	65	60	69	73	72	8	13	11	13	14
Saul_Niguez	9906	180.34	154	73	48	56	67	81	37	57	51	54	70	76	70	68	75	73	68	55	63	73	70	55	66	71	59	65	52	62	72	68	6	12	11	9	8
Roberto_Correa	8558	182.88	168	61	65	37	47	54	40	44	42	43	51	55	69	74	68	51	76	63	68	76	62	35	67	60	43	53	40	66	57	62	13	9	11	11	8
Oliver_Torres	9906	175.26	139	75	57	57	52	82	45	84	75	63	75	83	78	71	86	75	82	47	62	60	34	58	44	56	71	82	64	31	50	37	6	6	13	5	7
Hugo_Fraile_Martinez	9869	175.26	161	64	58	63	51	57	53	62	62	66	54	62	77	76	71	71	63	70	70	76	57	57	42	48	61	57	63	39	46	38	6	16	22	9	16
Ruben_Vezo	10267	182.88	176	69	41	31	68	59	42	45	39	31	47	54	65	66	67	61	67	57	80	59	79	37	68	70	32	46	53	69	72	70	10	5	11	8	13
Matheus_Doria	7878	187.96	181	73	38	21	78	67	20	38	21	29	61	62	38	39	38	65	47	57	62	69	79	31	77	76	41	33	41	75	76	71	12	11	10	11	13
Rodrigo_De_Paul	10267	177.8	150	69	67	63	46	74	46	74	63	52	71	74	75	72	71	65	69	76	58	65	64	69	49	27	58	67	53	42	47	53	12	11	9	6	13
Mauricio_Cuero	8581	175.26	170	68	67	62	59	59	51	72	69	32	57	70	85	84	77	59	76	70	61	77	64	55	32	23	63	60	53	23	24	25	14	11	15	11	13
Abdoulaye_Doucoure	7878	182.88	165	65	51	51	58	68	35	62	30	32	62	66	66	64	61	61	64	64	71	68	69	53	67	64	50	63	44	56	67	60	14	11	11	14	13
Yannick_Ferreira-Carrasco	9906	180.34	146	75	74	69	52	74	64	78	75	76	69	76	83	81	90	75	69	78	66	69	56	73	42	17	66	67	72	20	24	21	8	10	8	9	9
Leo_Baptistao	10205	180.34	157	74	62	73	70	69	62	79	71	57	50	80	75	76	78	77	67	68	68	65	67	70	35	22	79	65	63	21	22	21	7	13	8	5	8
Ruben_Duarte	8558	180.34	165	58	57	27	51	55	24	48	56	59	34	52	66	64	59	54	65	31	56	62	55	29	54	57	42	30	39	57	59	65	9	11	13	10	8
Antonio_Cotan	8302	172.72	150	63	47	34	41	76	41	56	63	41	67	70	64	67	69	60	79	56	59	51	45	54	47	45	54	71	43	42	48	51	8	9	13	12	6
Sergi_Gomez	9910	185.42	170	67	33	34	70	68	36	48	51	45	68	64	59	58	62	72	58	44	63	60	70	46	58	73	50	53	40	63	66	67	14	15	10	10	6
David_Simon	8306	175.26	150	68	68	34	56	67	35	62	57	39	57	66	76	80	62	62	75	51	72	83	67	44	75	65	60	42	37	68	62	71	14	11	6	7	10
Omar_Mascarell	9869	180.34	165	66	43	52	43	74	53	68	62	63	69	77	68	65	80	60	67	53	56	60	62	64	55	61	61	66	76	51	61	56	5	6	8	9	10
Lucas_Vazquez	8633	172.72	152	70	71	67	48	67	42	72	66	67	60	69	84	79	74	77	74	60	67	68	54	61	53	26	74	59	55	22	29	22	8	15	8	8	6
Quini	8370	180.34	159	56	34	56	55	42	0	45	0	32	40	53	53	67	0	43	0	56	0	52	56	47	55	52	36	0	56	23	23	0	18	23	40	23	23
Denis_Cheryshev	10267	177.8	163	74	75	70	55	71	63	75	63	60	65	75	82	81	80	70	70	68	70	74	65	67	61	53	71	76	63	48	49	48	15	6	13	6	7
Johny	9910	175.26	154	68	70	26	53	56	42	59	58	53	58	68	77	80	74	61	75	62	72	77	68	43	66	69	51	47	46	67	70	72	6	9	11	9	5
Bruma	8560	172.72	146	75	67	64	51	68	58	82	73	66	61	77	90	92	91	74	87	73	64	69	63	65	55	24	71	67	71	21	26	22	10	12	7	11	7
Aderlan_Santos	10267	193.04	183	72	33	33	75	49	45	48	50	53	46	56	51	56	54	64	44	79	67	62	81	69	76	73	26	33	59	74	77	71	9	12	12	7	11
Joao_Cancelo	10267	182.88	159	69	70	39	59	68	42	75	65	62	56	70	79	80	75	68	72	69	67	69	60	50	69	71	65	58	45	66	70	69	5	8	14	13	13
Andre_Gomes	10267	187.96	185	74	54	62	69	79	55	75	63	60	75	76	61	65	61	70	51	75	54	72	81	69	77	70	67	75	54	62	70	60	11	8	5	13	7
Nicolas_Lopez	7878	177.8	165	72	63	72	57	70	72	82	71	55	53	83	82	78	82	70	73	71	64	65	49	70	39	23	70	63	68	24	23	23	6	8	10	12	8
Jose_Mari	8581	182.88	154	69	55	48	58	72	58	65	63	50	69	73	66	67	61	66	68	68	63	78	67	65	75	73	59	65	51	58	73	63	7	13	11	5	13
Victor_Romero_Rodriguez	8305	170.18	154	73	67	66	38	69	50	79	67	66	62	78	81	78	77	70	77	62	40	71	61	65	50	32	75	71	61	32	44	41	11	10	14	10	8
Eddy_Israfilov	8372	190.5	176	64	43	47	51	67	46	66	53	49	56	73	66	70	74	64	59	71	71	75	75	56	68	64	51	62	46	51	63	66	13	9	13	8	5
Luis_Hernandez	9869	182.88	163	68	75	36	63	62	32	53	57	41	71	69	74	75	64	64	62	72	75	77	72	48	70	69	50	54	43	66	66	64	7	6	10	7	8
Ruben_Garcia	8581	170.18	159	73	66	63	57	71	57	79	69	65	58	79	85	78	83	72	81	73	70	70	57	69	59	35	70	71	64	27	40	33	8	13	12	13	9
Wanderson	8305	175.26	146	64	60	47	31	61	49	72	58	53	57	70	81	76	79	61	80	50	71	42	40	57	26	22	54	59	49	22	22	18	14	13	8	14	9
Jose_Gaya	10267	172.72	141	71	76	51	58	68	48	70	74	48	69	72	83	83	82	68	86	48	72	75	54	50	64	72	63	60	51	67	71	70	12	9	8	11	8
Emiliano_Velazquez	8305	185.42	174	70	23	29	56	58	27	34	24	25	63	57	69	65	42	62	54	38	78	62	74	26	68	73	28	34	36	70	77	74	6	13	9	10	12
Alen_Halilovic	9869	170.18	143	73	68	62	24	80	60	78	80	69	72	76	81	76	80	73	80	63	63	58	41	72	40	54	70	80	75	46	52	55	15	11	11	13	10
Ruben_Blanco	9910	187.96	154	63	19	19	17	34	20	18	19	15	28	23	54	54	54	58	57	35	62	44	46	17	21	21	15	23	21	21	14	14	66	72	55	59	60
Nacho_Martinez	8370	175.26	152	73	73	43	56	59	46	63	65	53	61	71	89	89	83	72	89	83	85	84	56	64	83	73	63	53	40	73	67	77	12	11	10	13	7
Hector_Hernandez	8560	172.72	157	61	65	44	46	58	44	59	58	59	51	60	76	74	73	58	69	51	60	70	63	41	69	61	57	51	35	54	57	61	13	9	15	8	9
Aymeric_Laporte	8315	187.96	187	76	30	24	73	66	29	43	49	55	74	66	58	61	50	70	49	46	74	62	78	26	70	81	33	47	34	77	80	78	10	11	5	14	5
Matias_Kranevitter	9906	177.8	165	68	56	41	54	70	32	64	46	45	68	68	65	66	64	66	69	60	64	77	66	43	71	68	47	57	45	67	69	68	11	12	6	5	6
Diego_Llorente	8370	185.42	163	65	51	31	61	61	31	38	30	35	57	55	63	62	49	60	55	45	68	62	67	29	66	68	37	46	53	64	68	67	7	11	10	8	6
Nemanja_Radoja	9910	185.42	170	72	43	35	48	76	31	48	36	35	76	66	63	61	58	76	55	51	64	65	67	41	76	73	35	66	41	72	72	65	10	12	11	8	6
Jozabed	8370	180.34	148	65	51	51	50	70	41	58	49	51	60	66	62	62	62	68	60	61	64	70	60	59	67	60	62	70	46	50	64	53	7	9	8	7	12
Santi_Mina	10267	177.8	157	69	57	75	63	57	66	73	51	54	39	71	70	72	73	66	72	62	72	67	48	61	51	30	72	59	65	21	30	27	8	7	13	7	14
Zakaria_Bakkali	10267	165.1	132	70	60	65	29	67	67	82	75	63	53	75	86	80	87	62	92	67	66	55	32	69	34	16	57	59	57	13	17	20	11	6	16	12	16
Ricardo_Horta	9864	172.72	134	67	57	68	50	61	57	71	65	47	50	69	78	75	81	67	75	70	62	64	48	59	40	26	67	62	69	23	23	23	6	8	9	7	12
Angel_Correa	9906	175.26	154	75	67	72	53	70	57	82	76	63	67	81	87	85	87	73	86	76	54	80	52	75	40	44	71	72	53	45	50	43	12	9	8	7	15
Dani_Garcia	8372	180.34	165	69	55	48	48	75	36	61	63	56	74	73	59	59	67	63	64	55	61	73	65	54	75	63	59	70	57	54	63	54	5	13	13	5	10
Thomas	9906	185.42	161	67	40	46	63	68	35	56	45	38	61	67	71	69	65	61	60	68	80	80	78	58	74	68	44	58	45	55	73	66	10	12	8	8	6
Gonzalo_Escalante	8372	182.88	165	65	58	49	43	66	58	63	62	51	58	66	69	70	65	66	65	63	56	77	66	54	66	64	56	58	63	58	62	60	9	11	6	11	10
Ager_Aketxe	8315	175.26	152	68	62	65	54	76	52	73	73	74	73	75	67	58	77	65	84	59	45	48	46	66	52	45	67	69	58	41	49	51	14	13	11	14	7
Varela	8603	175.26	150	64	68	36	53	59	29	50	62	52	55	64	78	83	78	58	83	51	74	72	44	36	66	62	56	49	50	63	62	65	15	11	6	14	13
Xabi_Irureta	8372	180.34	163	68	25	23	23	31	25	23	24	21	26	21	61	65	63	65	62	38	77	44	59	24	36	25	23	27	21	23	24	24	73	64	65	62	75
Ander_Capa	8372	172.72	154	68	66	58	56	63	47	71	52	53	58	70	84	86	79	62	81	81	82	75	71	63	72	36	68	59	53	37	40	37	11	12	5	11	10
Burgui	8558	182.88	157	65	61	68	56	66	50	74	57	58	61	73	63	62	52	55	62	53	50	48	47	67	32	23	59	65	63	23	27	20	5	7	9	11	9
Theo_Bongonda	9910	177.8	157	66	59	53	42	61	55	74	52	55	54	72	82	79	83	64	65	59	63	55	41	55	29	29	61	54	58	22	29	28	11	14	8	14	6
Jefferson_Lerma	8581	177.8	154	66	59	55	53	65	49	61	48	62	62	65	73	76	70	69	67	70	66	86	64	62	74	66	56	59	45	59	65	62	15	13	10	6	8
Antonio_Sanabria	9869	180.34	154	70	58	73	70	61	52	70	45	37	48	75	76	77	75	64	74	74	69	70	64	61	32	21	68	63	69	21	21	19	8	14	9	14	13
Jose_Gimenez	9906	185.42	176	75	46	36	70	59	29	41	35	43	57	53	67	71	56	61	54	71	84	71	80	47	83	76	23	26	37	77	80	78	8	10	6	9	14
Samuel_Garcia	10205	177.8	161	66	56	61	56	62	55	67	60	47	56	67	75	69	70	63	68	72	68	57	59	58	47	20	64	57	60	18	20	17	8	9	7	12	7
Federico_Nicolas_Cartabia	9783	170.18	143	73	71	64	52	76	60	82	76	73	61	78	82	73	85	64	83	67	66	59	39	70	66	41	68	68	67	31	40	32	7	5	5	15	13
Deyverson	8581	187.96	172	69	43	71	72	51	60	62	42	30	39	66	73	78	59	73	49	69	68	63	72	59	68	28	74	49	60	24	29	28	6	14	10	8	10
Raul_Albentosa	9864	193.04	196	69	36	44	75	49	54	31	31	36	51	52	40	51	46	66	37	43	63	63	91	30	62	65	29	38	41	70	76	60	11	14	10	11	10
Jose_Luis_Morales	8581	180.34	154	71	71	63	48	66	60	81	75	71	59	75	82	82	74	64	73	75	62	69	51	74	58	37	66	68	65	33	40	35	13	12	12	15	7
Edgar_Antonio_Mendez	7878	187.96	165	65	66	57	67	64	62	63	53	32	52	66	73	75	52	58	59	65	67	61	80	60	63	26	69	63	67	30	31	23	12	15	10	5	13
Raul_Lizoain	8306	187.96	176	63	14	16	18	18	12	18	18	18	21	20	47	56	63	55	57	34	66	48	54	17	23	19	18	19	23	13	14	15	62	61	54	66	66
Javier_Noblejas	8305	187.96	170	63	67	29	59	58	31	45	52	56	58	61	57	73	49	55	44	50	54	66	72	33	57	64	47	44	40	66	66	63	14	15	12	9	16
Salva_Ruiz	7878	177.8	161	62	70	24	45	60	24	52	62	43	57	60	70	70	65	57	63	32	66	70	60	22	59	66	53	44	35	62	65	58	14	12	15	5	13
Sandro_Ramirez	8634	175.26	157	68	53	73	56	65	61	72	63	54	48	75	76	77	87	60	84	66	72	65	68	64	61	27	76	55	66	23	24	23	11	15	9	5	7
Adrian_Embarba	8370	172.72	146	66	68	63	46	66	44	71	47	49	63	68	76	72	70	55	72	61	61	53	53	60	53	31	62	59	55	27	34	29	12	5	5	13	10
Tana	8306	167.64	152	66	59	62	28	76	54	73	66	61	63	71	70	66	73	46	83	52	58	51	37	62	23	20	65	59	64	21	22	20	7	11	7	8	14
Joseba_Zaldua	8560	175.26	157	66	67	23	64	60	22	50	47	40	51	59	75	77	63	61	74	47	68	65	54	39	72	69	49	33	31	63	68	65	6	14	13	10	10
Jaume	10267	187.96	168	69	19	16	19	30	22	17	25	17	31	18	43	33	37	59	54	24	63	43	64	22	21	25	19	36	25	16	17	16	73	72	68	66	70
Robert_Ibanez	7878	170.18	148	70	73	64	52	72	62	70	65	52	69	72	76	75	78	63	81	69	50	59	49	65	52	55	70	70	63	51	52	48	10	9	8	11	10
Jonathan_Rodriguez	9783	180.34	172	73	60	77	60	64	74	70	66	47	57	72	83	78	75	73	77	77	58	67	74	73	67	32	74	61	71	23	34	22	11	13	9	6	9
Adalberto_Penaranda	7878	182.88	172	69	44	73	69	60	52	70	45	43	46	69	76	76	58	66	60	68	61	63	63	65	35	19	65	59	77	20	20	21	6	14	13	8	6
Dejan_Drazic	9910	175.26	152	70	73	64	39	71	53	75	63	36	58	73	83	75	77	66	81	51	66	54	49	45	71	42	65	64	47	23	43	28	15	8	8	10	5
Marco_Asensio	8558	177.8	154	66	65	52	46	74	50	67	60	53	69	71	66	62	66	63	74	56	54	58	53	48	44	30	58	69	56	34	40	44	12	8	5	11	9
Lucas_Hernandez	9906	180.34	165	67	42	45	74	64	23	52	38	28	61	59	68	68	69	58	61	62	73	61	64	47	69	66	27	33	34	66	67	68	10	7	8	14	10
Victor_Camarasa	8581	182.88	168	68	57	52	59	73	68	65	60	58	69	73	66	64	71	63	67	75	71	74	74	66	68	63	57	66	51	56	69	64	13	8	10	10	7
Matias_Nahuel_Leiva	10205	172.72	148	67	61	63	43	66	48	72	60	49	58	70	75	69	72	62	67	62	66	62	55	61	55	35	66	66	47	23	23	22	7	12	15	8	9
Carlos_Vigaray	8305	182.88	154	61	61	41	55	52	31	63	46	44	40	52	62	58	54	63	64	38	63	58	53	38	62	64	59	46	44	56	66	67	6	12	5	8	14
Federico_Ricca	9864	177.8	159	68	69	27	62	61	25	52	32	33	30	58	66	63	57	69	67	27	56	60	53	24	50	67	41	38	38	68	74	76	13	13	8	6	8
Munir_El_Haddadi	8634	175.26	152	67	48	73	64	61	67	75	54	44	49	65	81	82	78	59	76	62	51	43	38	69	35	22	65	54	65	25	24	24	8	11	5	12	15
Alvaro_Medran	8305	175.26	150	72	61	53	45	77	47	65	62	68	80	69	69	62	70	67	77	63	60	54	44	70	47	58	58	77	63	50	54	54	13	14	13	12	10
David_Goldar	9910	180.34	170	62	36	35	54	56	31	40	43	46	49	51	55	56	49	60	64	50	74	56	64	35	62	62	31	43	49	57	68	65	13	11	12	14	9
Daniel_Ceballos	8603	175.26	143	64	59	50	35	68	44	69	49	48	64	70	68	66	64	56	72	51	52	49	44	40	46	33	58	65	50	35	42	49	11	14	15	6	12
Pau_Sabata	8558	187.96	159	63	25	23	21	29	24	22	25	23	24	21	45	52	40	59	57	20	60	44	52	26	38	22	23	27	28	20	23	20	62	65	59	65	64
Uche_Henry_Agbo	7878	185.42	161	57	40	36	51	57	32	57	40	33	51	56	66	68	64	55	58	47	66	63	70	38	62	57	42	53	39	50	56	59	9	7	7	9	12
Success_Isaac	7878	185.42	190	62	43	65	59	46	48	61	47	38	38	59	76	75	66	59	59	64	72	59	68	56	40	24	59	47	55	21	27	25	7	14	13	7	9
Petros	8603	180.34	172	71	61	52	56	76	45	73	55	45	68	75	73	73	69	77	69	78	61	81	66	59	85	68	64	65	58	68	74	71	16	13	9	10	14
Jony	9869	177.8	176	72	73	66	52	74	57	71	72	61	71	74	80	79	74	65	69	66	51	67	63	63	58	50	67	69	57	47	52	50	10	15	12	12	8
Pablo_Perez	9869	187.96	165	67	56	63	71	74	60	64	55	55	64	70	63	63	58	63	57	67	67	63	62	61	55	49	73	66	71	46	49	51	8	9	14	12	11
Alberto_Guitian	9869	182.88	163	64	28	34	62	67	25	50	44	34	54	57	63	63	59	67	64	59	71	72	67	35	69	71	53	58	34	59	65	66	12	9	15	14	16
Juan_Munoz	8302	182.88	168	67	31	71	66	54	67	62	39	35	35	67	67	66	69	64	66	73	64	66	65	62	60	21	69	42	65	15	19	20	9	7	8	10	14
Samuel_Castillejo	10205	177.8	134	67	67	50	42	63	47	71	56	46	58	73	75	80	76	59	76	56	47	54	36	41	41	33	64	67	50	21	31	24	12	15	14	7	13
Danilo	10267	182.88	163	71	42	47	57	75	43	67	64	64	65	71	67	64	74	69	66	72	77	76	71	63	72	73	57	60	40	68	74	73	12	5	10	10	13
Adrian_Marin	10205	180.34	161	65	67	40	51	66	53	67	62	35	62	64	71	67	71	65	68	60	63	62	60	42	58	70	52	45	32	64	66	66	9	14	14	8	8
Juanpi.20	9864	170.18	143	66	60	61	48	69	39	73	60	61	64	69	68	69	63	57	80	60	60	64	40	60	35	29	63	62	64	35	36	32	7	5	11	13	5
Javier_Eraso	8315	180.34	157	68	60	62	57	79	56	64	48	55	73	67	65	67	53	74	62	71	64	78	67	60	76	59	73	63	53	49	61	58	10	15	9	9	14
Eric_Bertrand_Bailly	10205	187.96	170	69	38	33	69	62	31	44	37	39	49	56	69	73	61	64	63	56	73	70	72	44	74	72	36	35	42	65	73	71	14	14	10	9	8
Carlos_Castro	9869	177.8	150	64	43	69	58	55	57	61	51	53	41	62	69	68	69	67	62	64	62	64	62	61	31	24	68	54	55	35	31	31	10	16	8	10	13
Joan_Jordan	8558	182.88	163	62	51	45	44	71	44	54	43	49	64	65	63	63	64	57	64	62	55	67	57	49	58	55	54	64	56	44	60	52	13	12	13	12	9
Jorge_Mere	9869	182.88	170	66	30	22	67	60	33	36	34	33	52	56	69	65	64	62	73	48	75	65	64	27	59	64	25	34	51	66	72	68	15	12	11	8	8
Dani_Ndi	9869	177.8	168	63	48	52	49	67	56	61	47	41	60	63	68	69	67	65	66	58	62	65	68	55	57	63	56	57	51	58	58	54	9	12	13	8	6
