S1	S2	S3	S4	S5	S6
  7.9514228e-001  1.9730018e+000  1.1062272e+000  1.4015725e+001  3.7342075e+000 -2.7558142e-001
  7.8853152e-001  2.0140592e+000  1.8522661e+000  5.6058017e-001  7.2185057e+000  3.0218041e+000
  9.0489350e-001  7.2652559e+000  1.3182843e+000  5.1849397e+000  1.5029820e+000  5.4181387e+000
  8.3310928e-001  1.6635240e+000  8.7764221e-001  1.9625845e+000  1.8800558e+000  2.7341808e+000
  4.0277611e-001  4.6527733e+000  7.8129335e-001  1.4422069e+000  3.1959713e+000  4.1283203e+000
  3.3797656e-001  3.5013643e+000  8.0428426e-001  4.8813530e-001  6.2126759e+000  1.2730979e-001
  8.7809481e-001  3.9903553e+000  1.5657772e+000  3.5422695e+000  7.5616218e+000  1.6315196e+000
  9.4221236e-001  2.6693187e+000  1.2707593e+000  7.5402644e-001  2.3367211e+000  3.5229870e+000
  8.7487202e-001  1.5392995e-002  1.8647210e+000  2.6025242e+000  4.8356029e+000  3.2121372e+000
  9.7321685e-001  8.4708408e+000  1.6573319e+000  2.3316535e+000  5.5244563e+000  1.5438913e+000
  1.9811439e-001  2.9788119e+000  8.5476516e-001  1.1388156e+000  2.4659650e+000  2.1111857e+000
  7.2965705e-001  6.2219297e+000  1.1447813e+000  2.9447531e+000  6.2847786e+000 -1.1938991e-001
  2.0167540e-001  3.4181172e+000  1.2723481e+000  7.6202847e-001  4.7519349e+000  4.1319882e+000
  8.4760577e-001  5.1303691e+000  1.1381563e+000  9.9523757e-001  1.2120986e+001  3.9966602e+000
  8.4672883e-001  4.7340187e+000  1.9582538e+000  1.2282400e-001  2.3877021e+000 -1.6349262e+000
  8.5659861e-001  6.8649015e+000  8.5279820e-001  5.0156426e+000  3.4387303e+000  3.2574534e+000
  6.9922480e-001  4.5010242e+000  7.7663662e-001  4.7337359e+000  3.3381855e+000 -1.1556388e+000
  6.0702857e-001  5.5978990e-001  8.4765591e-001  1.0191950e-001  2.7037679e+000 -2.5350034e-001
  3.0890473e-001  1.3025969e+000  1.3004390e+000  1.1760988e-001  4.3898906e+000  2.5646113e+000
  6.8597281e-001  5.5229490e-001  1.6699941e+000  2.8103393e-002  4.8608736e+000  1.1806384e+000
  6.6400232e-001  8.4860294e-001  1.2772054e+000  6.0961618e-001  1.0382766e+001  3.3642843e-002
  6.3008303e-001  7.1597895e-001  1.0991580e+000  2.1965013e+000  4.7178957e+000  2.3978633e+000
  7.5040727e-001  6.6868486e+000  7.8444502e-001  2.0052142e+000  5.2739083e+000  5.4004307e+000
  3.9048084e-001  3.1575108e+000  9.2584960e-001  1.9805921e+001  1.7216393e+000  2.6682529e+000
  9.2429846e-001  3.4609596e+000  1.2924316e+000  4.4289351e+000  4.6453147e+000  4.2768103e+000
  7.2122596e-001  2.1539261e-001  1.0009568e+000  2.0794169e-001  3.4740217e+000  2.1722612e+000
  8.0425486e-001  1.6700872e+000  1.4532939e+000  1.8296717e+000  1.4416225e+001 -1.0111342e-001
  8.7236972e-001  6.3562533e-001  1.0210029e+000  1.0265630e+000  3.1179400e+000 -9.0677875e-001
  8.7884129e-001  6.6722492e+000  1.6135388e+000  2.2039408e+000  6.4080712e+000 -1.7705794e+000
  7.7436565e-001  1.6597441e-001  9.3015457e-001  1.2345376e+000  7.7962641e+000 -2.5878869e+000
  7.2651671e-001  4.3615647e+000  1.2126328e+000  7.2330672e+000  4.1017636e+000  3.8497959e+000
  9.0827116e-001  2.0994003e+000  1.0636454e+000  4.3800699e+000  1.2857090e+001  1.6217211e+000
  6.9741431e-001  1.4585257e+000  1.2308407e+000  1.5242383e+000  4.2805158e+000  4.2814271e-001
  4.5047241e-001  3.2544422e+000  1.0824390e+000  3.1449471e+000  1.0288305e+001  1.1083986e+000
  8.4701408e-001  7.7173034e-002  1.1654619e+000  1.5704158e-001  7.8643456e+000  3.3149424e+000
  7.7227309e-001  8.9632913e-001  9.5729843e-001  1.8169607e+000  2.9764800e+000  1.9805962e+000
  4.6407677e-001  1.0777282e+001  1.2249236e+000  5.3405296e-002  7.8950543e+000  5.0033560e+000
  8.0079474e-001  2.8951394e+000  1.0094028e+000  3.9640913e+000  2.7205873e+000  3.4475327e+000
  8.5489536e-001  5.5642466e-001  8.9341363e-001  3.9758079e+000  3.2013784e+000  8.0331773e-001
  8.6256732e-001  5.4398939e-001  1.4681662e+000  8.4996912e-001  1.1578222e+001  4.0685812e+000
  8.1981922e-001  4.6406396e-001  9.7118383e-001  8.5226682e-001  9.8710729e+000  1.8069342e+000
  6.7270706e-001  2.3087748e+000  1.7808777e+000  7.8407468e-001  3.0437006e+000 -3.2578417e-002
  6.3697502e-001  1.3134467e+000  8.1702946e-001  1.0759776e+001  9.2153933e-001  2.1542960e+000
  8.0952222e-001  1.9363931e+000  1.2654863e+000  9.8274413e-001  7.2911050e+000  2.6011523e+000
  8.0118481e-001  4.6280048e+000  1.3226785e+000  8.7844685e-001  5.7060936e+000 -8.4743957e-002
  6.9312913e-001  9.0819183e+000  1.0117385e+000  1.4765445e+000  3.3678886e+000  2.8630049e+000
  9.4240655e-001  1.0066768e+000  8.1231516e-001  4.8264142e-001  3.8434924e+000  1.8081847e+000
  4.6963259e-001  2.2480351e+000  1.2382988e+000  2.7609583e-001  5.1775549e+000  1.9377428e+000
  8.6659278e-001  1.5824809e+000  9.8178447e-001  1.5472759e+000  5.4445051e+000 -2.1185674e+000
  8.4503876e-001  2.0983428e+000  1.1302472e+000  8.0822685e-002  9.1964242e+000  1.3555544e+000
  6.6124355e-001  1.1377774e+000  1.3372358e+000  5.0470830e+000  1.7228815e+000  2.1171121e+000
  8.9179014e-001  4.0124559e-001  9.6113170e-001  8.3451158e+000  1.1001762e+001 -8.0478801e-001
  7.9090571e-001  9.3149180e+000  5.6110924e-001  7.4838598e+000  1.8634892e+000  3.3054886e+000
  5.1175679e-001  1.5854188e+000  9.3635949e-001  1.5726199e+000  3.1943465e+000  8.2426995e-001
  8.2836191e-001  1.7754345e+000  1.2403588e+000  1.6591298e+000  2.5436307e+000  3.0511661e+000
  8.3130842e-001  7.2126085e-001  1.0756984e+000  2.1902038e+000  1.9233636e+000  3.4336575e+000
  5.6436867e-001  2.5368150e+000  1.1234940e+000  8.2926930e-002  3.4127298e+000  1.2935334e+000
  6.8641646e-001  7.3101131e-001  1.4423203e+000  3.0183371e+000  3.6578366e+000  5.7690486e-001
  5.6403793e-001  2.7040276e+000  1.1402673e+000  1.7293249e+000  6.7280914e+000  4.3187672e+000
  6.1373178e-001  2.1648673e+000  7.3611551e-001  2.0757535e-003  4.0416182e+000 -2.5399849e+000
  8.9502840e-001  2.8875574e+000  1.1670433e+000  1.6906354e+000  7.9075426e+000  5.4662525e-001
  6.3962761e-001  5.9892997e+000  2.1091329e+000  1.2834843e-001  4.8221838e+000  2.9546742e+000
  2.9735198e-001  2.3222379e+000  1.6277447e+000  2.7829906e-001  2.3013481e+000  3.1646625e+000
  5.8644088e-001  2.7499621e+000  8.4604103e-001  2.9773370e-001  3.9585376e+000  4.4890622e+000
  7.9513656e-001  1.7815281e+000  1.4762076e+000  1.0222006e+001  2.2090813e+000  1.3161007e+000
  5.1255710e-001  4.2444128e+000  1.4580019e+000  2.0472718e+000  9.1983505e+000  2.1858817e+000
  8.1083876e-001  6.4253725e+000  1.0082026e+000  1.6395326e+000  7.0792370e+000  5.7381462e+000
  9.2635202e-001  1.2904371e+000  1.3992311e+000  3.2745613e-001  5.3870213e+000  3.9160241e-001
  8.3322743e-001  3.6827782e+000  1.1951264e+000  5.4175331e-001  7.9428985e+000  1.3093638e+000
  8.5596871e-001  3.6445069e-001  1.5582232e+000  5.0344281e+000  1.1493620e+000  1.6608721e+000
  2.6820760e-001  1.1040336e+000  9.1032519e-001  7.6197372e-002  2.6594100e+000  3.3024952e+000
  4.3417299e-001  4.3700939e+000  8.6661171e-001  1.8271179e+000  4.0621642e+000  2.6797179e+000
  6.7458426e-001  6.5871814e+000  1.2722332e+000  3.1914052e+000  3.6615824e+000 -5.5431837e-001
  9.7276755e-001  1.1566002e+001  9.5596514e-001  1.4190875e-001  8.5373350e+000  3.6812707e+000
  8.9644997e-001  1.8081130e+000  1.0289298e+000  1.1871569e+000  6.6277264e+000 -5.6116836e-001
  1.9822112e-001  1.4486409e+000  1.3199560e+000  3.7014555e+000  5.4377841e+000  3.5283506e+000
  6.8207062e-001  3.4260215e+000  8.3450898e-001  4.2163199e+000  1.0931260e+001  2.1538988e+000
  1.7574153e-001  8.1297623e+000  8.1139159e-001  6.0883709e+000  2.7054610e+000  2.7984294e+000
  7.0688437e-001  2.0498571e+000  1.7841829e+000  5.1427932e-002  3.8674770e+000  1.8232929e+000
  7.7324553e-001  3.0187935e-001  1.3608698e+000  4.4076897e+000  7.8739386e+000  1.0659586e+000
  7.6682423e-001  3.2492085e+000  8.5262504e-001  3.2124615e+000  4.8168630e+000  5.3795790e-001
  9.4403665e-001  3.5535759e+000  1.1468502e+000  1.3736494e-002  2.4783092e+000  2.1410956e+000
  8.7827839e-001  1.6081397e+001  1.1579690e+000  5.7551870e-001  4.1729949e+000  2.7959733e+000
  7.8533874e-001  3.9021085e+000  1.3609216e+000  5.6301142e-001  4.7342491e+000  2.5089019e+000
  8.0456022e-001  3.5402486e-001  8.8884123e-001  1.3082545e-001  1.9839792e+000  1.8676725e+000
  8.5881160e-001  7.2546126e-001  1.1185118e+000  8.1029836e+000  7.1861666e+000  1.0103423e+000
  4.2622617e-001  5.3204008e+000  1.8519991e+000  3.6745189e-001  9.4455005e+000  1.8051836e+000
  3.7860250e-001  8.5886004e-001  1.1299896e+000  1.8826078e+000  3.9165127e+000  9.2360185e-001
  9.8425824e-001  2.9499949e+000  1.0217767e+000  5.6894312e+000  2.7132949e+000  4.5874114e+000
  4.2728739e-001  3.0205230e+000  8.9301788e-001  1.2730956e+000  4.3469214e+000  2.8037062e+000
  7.8433689e-001  2.2365460e+000  1.1669854e+000  9.6390314e+000  1.0303698e+000  2.6092213e+000
  5.7227266e-001  1.9961317e+000  5.2451261e-001  4.2905341e-002  3.3954529e+000  5.2600265e+000
  8.0139341e-001  9.0914037e+000  1.7300346e+000  6.4441885e-001  4.2491737e+000  2.2869358e+000
  7.0257425e-001  4.9362393e+000  1.3286344e+000  1.6429202e+000  1.6388867e+001  4.4788105e-001
  7.6951154e-001  4.3050169e+000  9.8219084e-001  1.7367979e+000  1.8034907e+000  2.2235725e+000
  8.9838790e-001  5.8826624e-001  1.5529492e+000  8.7200200e-001  8.1145063e+000 -5.3388050e-001
  8.6504500e-001  5.7413402e-001  1.0144074e+000  7.9362208e-002  3.1852939e+000  2.2070626e+000
  6.4256202e-001  9.2573766e-001  1.2047093e+000  5.1775653e+000  5.5340095e+000  3.6330072e+000
  9.3034771e-001  4.1306169e-001  1.4069979e+000  7.4645596e-002  6.3143750e+000 -3.6530646e-001
  5.5806579e-001  3.1191706e+000  9.0510679e-001  1.4658012e+000  3.9106162e+000  3.7466230e+000
  4.9174763e-001  1.0696490e+001  1.0300152e+000  3.7581619e+000  2.0813700e+000  5.5504134e+000
  7.5047217e-001  1.9218358e-001  1.0585246e+000  1.3903090e-001  2.4676024e+000  4.2231821e+000
  8.0209515e-001  2.9186927e+000  1.2056771e+000  7.0412612e-001  8.9683469e+000  9.9032876e-001
  5.9072404e-001  1.6346937e+000  8.5752398e-001  9.4831058e+000  9.7626386e+000  2.5665615e+000
  4.2039009e-001  3.1226963e-001  1.1744787e+000  1.5293217e+000  4.2140941e-001  1.7888731e+000
  6.8247938e-001  2.7449217e+000  8.9126862e-001  1.6101842e+000  7.0180569e+000  1.5877955e+000
  6.8883085e-001  8.2727611e-001  1.0541273e+000  1.4945056e+000  1.8869413e+000  1.3489499e+000
  5.8144694e-001  3.2612647e+000  9.5454007e-001  6.3144099e-001  6.4767716e+000  4.3747009e+000
  7.1977887e-001  1.4157162e+000  9.4911014e-001  1.3107791e-001  4.2801258e+000  2.5734086e+000
  7.9109914e-001  3.5074947e+000  1.0691574e+000  1.0659836e+000  5.2851021e+000  9.6554588e-001
  4.8692325e-001  9.7409336e+000  1.3735295e+000  1.1917169e-002  2.4943139e+000  2.6563472e+000
  8.3173096e-001  2.5458797e+000  1.2122961e+000  3.8723167e-001  5.8428871e+000  1.3223912e+000
  8.9265894e-001  1.3646053e+000  9.5053304e-001  2.7507202e+000  3.2154668e+000  4.9332930e+000
  9.1299581e-001  2.8274886e+000  1.3489582e+000  3.6040926e-001  3.7067358e+000  3.0691007e+000
  8.3235707e-001  1.9429166e+000  9.9074445e-001  1.7444911e+000  3.3720292e+000  2.3916253e+000
  8.0705004e-001  5.3421873e+000  9.0549566e-001  3.3927415e-001  3.8300151e+000 -2.7859553e-001
  7.0285902e-001  4.5136228e+000  1.8135824e+000  1.1899402e+000  1.2278674e+001  1.2967874e+000
  8.1840482e-001  1.5077387e+000  1.2886056e+000  9.1435961e+000  1.5495276e+000  2.9091047e+000
  9.0599798e-001  1.9228802e+000  1.3868205e+000  5.8588167e-001  7.8375945e-001  1.0090915e+000
  4.2579744e-001  5.7450133e+000  1.2251593e+000  3.9477642e-001  6.8690406e+000  2.0637898e+000
  5.6893943e-001  1.4010636e+000  1.0357321e+000  1.6688404e+000  1.2555937e+001  3.9180184e+000
  2.6621454e-001  5.4060991e+000  1.1200558e+000  6.5648861e+000  6.4817483e+000  3.3696696e+000
  9.4715114e-001  2.2337401e+000  1.0684759e+000  3.9843128e+000  9.6648297e+000  2.6337536e+000
  6.5809973e-001  1.2406845e+001  1.5311603e+000  1.1585661e-001  3.8340030e+000  3.6453087e+000
  9.8054540e-001  5.2109105e-001  1.2872995e+000  7.0942835e+000  2.3945108e+000  1.7663825e+000
  6.3159900e-001  4.5710378e-001  1.5211760e+000  7.9152368e+000  4.6054616e+000  2.1694542e+000
  7.0200649e-001  7.3802102e+000  7.1746608e-001  5.3050822e-002  2.9746564e+000  4.4143555e-001
  3.7058805e-001  3.7464920e+000  1.3081729e+000  1.4753091e+000  8.6550218e-001  2.5291620e+000
  9.4437080e-001  1.3067942e+000  1.1936045e+000  1.1567337e-001  2.6277999e+000  5.1035928e+000
  4.4826380e-001  7.8515799e+000  7.4846589e-001  1.0593874e-001  5.9182908e-001  4.1178286e+000
  7.3790230e-001  2.3271812e-001  1.1599215e+000  1.5683100e+000  3.0421916e+000  4.8503090e-001
  2.6313341e-001  3.5956980e+000  8.4895235e-001  1.9111664e+000  4.2347798e+000 -1.6524890e+000
  7.4335213e-001  2.1045329e+000  1.1007181e+000  1.3491145e+000  4.7547551e+000  3.9789514e+000
  9.4485913e-001  1.1156504e+000  1.4770236e+000  2.7432253e+000  2.8641850e+000  1.8588992e+000
  9.6392833e-001  1.3356890e+000  1.2880344e+000  6.1897131e+000  5.9405392e+000  2.6708602e+000
  6.2334097e-001  3.4842958e-001  1.2590149e+000  1.1601006e+000  7.8525703e+000  2.9531078e+000
  7.2294178e-001  9.9028174e+000  1.0803645e+000  8.4263828e-002  2.2519715e+000  2.1479270e+000
  9.0749052e-001  3.1412076e+000  1.3892424e+000  6.5183927e-001  6.1531122e+000  3.8294000e-001
  5.1621847e-001  2.8631214e+000  1.0432969e+000  1.4304411e+000  1.1204049e+001  1.8717968e+000
  6.0406883e-001  3.6559111e+000  1.2204527e+000  1.5893490e+000  4.9787865e+000 -1.8713322e+000
  8.5048648e-001  1.0492395e+000  9.2638068e-001  2.0990345e+000  7.8148914e+000  2.8491361e+000
  9.7347023e-001  1.3685869e-003  8.6643693e-001  5.5354662e-001  1.3643833e+000  2.3986561e+000
  6.8849997e-001  5.6717127e-001  9.0126312e-001  3.6184572e+000  1.8413481e+000  2.4726560e+000
  8.3590183e-001  1.3433875e+000  1.1036296e+000  9.5424637e-002  7.0478185e+000  2.2817870e+000
  7.0252253e-001  2.0248119e-001  9.4120082e-001  1.0984359e+000  6.6828534e+000  2.2646410e+000
  7.5567307e-001  9.7849587e-001  9.4464299e-001  4.9021515e-001  7.5233870e+000  1.4134373e+000
  5.7685528e-001  2.4101045e+000  1.3530355e+000  3.1348031e-001  2.5354126e+000  1.4567773e+000
  8.2879531e-001  3.4179036e-001  9.8439783e-001  3.4333368e-001  6.0929269e+000  3.3192151e+000
  9.2156972e-001  1.0074457e+000  7.3686957e-001  1.6862276e+000  1.3352351e+001  4.1772958e-001
  6.8813948e-001  7.3881929e+000  9.2820730e-001  2.5134254e-001  3.0981073e+000  1.8741312e+000
  5.8397809e-001  2.5856929e+000  1.1543197e+000  5.4525645e+000  9.1824198e+000  1.7071917e+000
  8.5955471e-001  8.2041315e+000  1.0146443e+000  1.6806940e+000  2.2542008e+000  2.1964794e+000
  6.8671269e-001  2.7250445e+000  1.4955932e+000  6.6045832e-001  1.5493108e+001  1.2179421e+000
  7.7000565e-001  3.9103184e+000  1.1747801e+000  1.5078608e+001  1.0666324e+000  1.0124620e+000
  6.8775341e-001  3.2785453e-001  7.8098973e-001  4.8602080e+000  6.7022047e+000  5.8019278e-001
  9.7236315e-001  3.1881658e-001  1.0977018e+000  2.6976252e-001  2.5604310e+000  1.2734007e+000
  8.4836207e-001  5.9545708e+000  1.2823460e+000  1.7318520e-001  2.6917173e+000  2.1397863e+000
  8.8842055e-001  7.9785188e-001  1.2904269e+000  1.4943342e-001  6.9673959e-001  1.5398849e+000
  9.0327718e-001  2.1557051e-002  1.0363132e+000  2.0558718e+000  1.7338802e+000  1.5353952e+000
  7.5968494e-001  3.6375038e-001  1.1505150e+000  5.4168775e-001  2.0343484e+000  2.9307020e+000
  9.6166602e-001  4.4877771e+000  1.2236724e+000  7.5102645e+000  5.8837359e+000  3.3363289e+000
  8.8086236e-001  3.9699294e+000  6.9850232e-001  2.1668900e+000  9.7338136e-001  1.3408411e+000
  8.1685830e-001  2.6148330e+000  1.2525365e+000  2.5406381e+000  6.6975109e+000  4.4668945e-001
  6.6537363e-001  2.0873850e+000  1.0244604e+000  3.6753409e+000  1.1601461e+000  1.5984862e+000
  8.5944168e-001  1.7251958e-001  9.0888233e-001  2.8655379e+000  6.2273814e+000  5.1252744e-001
  2.4116848e-001  3.3217563e-001  8.7700433e-001  1.0389856e+001  1.2004812e+000  1.6639143e-001
  9.7885432e-001  4.5302997e+000  1.1338990e+000  1.3416282e-001  5.4477204e+000  1.0658115e+000
  8.5265492e-001  9.4745186e+000  7.5026068e-001  5.3304149e+000  6.1736708e+000  4.1552176e+000
  4.9515688e-001  4.8236472e-001  1.3059708e+000  1.7565510e-001  3.3919273e+000  2.1261924e+000
  8.0777281e-001  4.2868943e+000  1.0628330e+000  2.4852343e+000  1.9000604e+000  2.2233486e+000
  8.3511405e-001  1.5554650e+000  8.7330698e-001  2.1261969e-002  2.0541946e+000  1.4846673e+000
  7.1097433e-001  5.1435908e-001  1.1008404e+000  2.1714762e+000  1.7300165e+000  1.5783908e+000
  5.7848144e-001  9.4503764e-001  9.8580239e-001  5.8593698e+000  2.0869002e+000  1.9097174e+000
  8.9706362e-001  3.2378769e+000  1.3911048e+000  6.2751142e-002  3.2367867e+000  1.7782124e+000
  5.1842055e-001  8.3771947e-001  9.7931089e-001  2.2111360e+000  3.5753751e+000  1.8476181e+000
  8.2889141e-001  4.1318923e+000  8.4919312e-001  6.5187620e-001  2.3480374e+000  9.3670255e-001
  7.0743129e-001  2.4671426e+000  1.4719800e+000  1.9830652e+000  8.4270139e+000  1.7006736e+000
  9.6959852e-001  1.0480875e+000  1.0144867e+000  2.0976656e-001  8.0477780e+000  2.4114445e-001
  8.6755088e-001  1.8779265e-001  1.6637273e+000  7.2109165e-001  2.5609396e+000 -9.2435320e-001
  5.3755981e-001  1.7021401e+001  8.4754188e-001  2.1956073e+000  6.1380079e+000  4.5521501e+000
  9.2461438e-001  9.9600762e-002  9.9690066e-001  5.0654117e-001  4.2940560e+000  2.2079674e+000
  8.6169714e-001  1.7255863e+000  9.7702050e-001  7.3430271e-001  3.9064774e+000  2.4305061e+000
  8.4216784e-001  2.4878035e+000  1.0576820e+000  1.1311912e-001  4.9818954e+000  6.9912910e-001
  4.0592500e-001  9.4123761e-001  8.5637083e-001  7.8344160e-001  6.0729128e+000  1.1437839e+000
  1.7686215e-001  1.3070779e+000  6.0278430e-001  5.5233461e-001  2.1462742e+000  4.3090611e+000
  7.5418703e-001  2.0975663e+000  1.7445927e+000  5.0292320e-002  9.2410047e+000  2.0275701e+000
  8.4103589e-001  5.1781993e-001  9.4158071e-001  6.6385587e-002  5.6502273e+000  2.1195414e+000
  9.1418173e-001  2.4511255e+000  1.0805789e+000  1.1599265e+000  6.2598864e+000  4.3115631e+000
  7.4979627e-001  9.3364203e+000  7.5324195e-001  1.3405914e+000  5.6567399e+000  3.2989807e+000
  8.5620872e-001  5.3536399e+000  9.9222485e-001  7.6212305e+000  8.4853238e+000  8.9786578e-001
  7.5503392e-001  7.3823625e-002  1.3740585e+000  3.8241223e+000  3.7255604e+000  8.4739956e-001
  5.2447721e-001  2.4948588e+000  1.7094848e+000  1.3655601e-003  4.3303530e+000  1.1696598e+000
  7.1261072e-001  5.9361511e+000  9.2604238e-001  2.5397451e+000  3.8425954e+000  1.2382843e+000
  7.8379037e-001  3.3723008e-001  1.0606667e+000  9.0419151e-001  9.8776611e+000  4.3552420e+000
  7.8091118e-001  2.0992806e+000  8.4194726e-001  3.7535024e+000  2.3572695e+000  3.6303613e+000
  9.8747467e-001  1.9760795e+000  9.8576342e-001  7.5670545e-001  6.6573892e-001 -1.0064648e+000
  4.2513545e-001  4.6638929e-001  1.0922790e+000  7.2874030e-001  1.0067673e+000 -1.4454174e+000
  4.7181530e-001  1.1442676e+000  1.5182145e+000  2.8341935e+000  5.9719322e+000  6.4951031e-001
  8.1708606e-001  8.7270408e-001  7.9036368e-001  4.5970256e+000  7.6713881e+000  7.1648915e-001
  3.6358645e-001  1.7233389e-001  1.2246681e+000  4.2243024e+000  2.3137828e+000  3.1694068e+000
  8.9078081e-001  5.4164914e-001  1.0507589e+000  3.8738778e+000  7.8931453e+000  4.0272941e+000
  8.2795789e-001  2.9742318e+000  8.1104172e-001  4.6327815e+000  1.9500953e+000  2.9221943e+000
  7.9635143e-001  2.0419201e+000  1.2397242e+000  3.1158858e+000  1.0160439e+001 -1.9919170e+000
  7.0328230e-001  2.2766682e+000  8.7961437e-001  4.8413676e-001  1.6236917e+000  2.5868881e+000
  9.0901626e-001  1.4734873e+000  9.8164724e-001  2.8962491e-001  7.4701328e+000  1.6911927e+000
  9.4467594e-001  1.8108564e+000  8.7057506e-001  4.7560236e-001  3.7643454e+000  2.8798039e+000
  5.3578322e-001  1.5888039e+000  1.1680211e+000  7.4138153e+000  8.0584921e+000  4.0297574e+000
  8.9030761e-001  2.0096061e-001  1.1089824e+000  9.0366001e-001  4.6500440e+000  2.3552311e+000
  7.1281530e-001  1.1214756e+000  8.6635692e-001  1.1424771e+000  3.5300515e+000  1.9071544e-001
  6.4183229e-001  1.2567606e+000  1.0909278e+000  6.2737992e+000  1.9750314e+000  9.0660971e-001
  8.3621127e-001  6.3464393e-001  8.9860726e-001  2.9566092e+000  2.6907679e+000  3.6962056e-001
  9.1162525e-001  6.7366605e+000  1.4301099e+000  5.0706246e-001  2.9216853e+000  2.4166053e+000
  7.1719019e-001  2.1868983e-001  2.1086680e+000  1.5973546e-001  4.2558027e+000  1.1698788e+000
  7.2715830e-001  1.2801296e+001  9.6147448e-001  1.1119398e+000  6.4173684e+000  2.8200798e+000
  8.5790567e-001  4.5564202e+000  1.0381038e+000  7.5957649e+000  2.5899091e+000  4.6972417e+000
  6.2158156e-001  5.1024514e+000  1.0022592e+000  2.2406237e-001  5.7152283e+000  2.7532974e+000
  7.6373441e-001  4.9661946e+000  1.4776501e+000  3.6938545e-001  1.1050150e+001  2.7630739e+000
  4.7202024e-001  9.5447676e+000  1.1384406e+000  8.7542955e-001  8.5021741e+000  2.0140238e+000
  4.3483611e-001  1.4449375e+000  1.2207685e+000  2.3629466e+000  2.2173198e+000  2.7217115e+000
  7.3482765e-001  1.0733912e+000  1.0308369e+000  6.5220925e+000  2.7903042e+000  3.3547056e+000
  4.8412181e-001  7.8392993e-001  1.1203517e+000  2.6453952e-001  1.6488421e+000  2.9506564e+000
  4.2236056e-001  8.7239485e+000  1.0253127e+000  1.7857945e+000  1.1613382e+000  2.3108055e+000
  7.9176041e-001  3.7207535e-001  7.2518768e-001  1.0429047e+000  1.7114606e+000  5.6383560e+000
  7.7862937e-001  1.1568092e+001  8.3273302e-001  6.3311337e+000  8.1492583e+000  5.7080299e-001
  6.1264284e-001  4.0679561e-001  1.6083617e+000  4.5040962e+000  7.6112186e+000  1.6522203e+000
  7.0562004e-001  2.0164153e-001  1.4197415e+000  7.4567973e+000  3.2223582e+000  8.1769276e-001
  3.6234681e-001  6.1121485e+000  8.7450597e-001  5.0254902e-001  2.4791785e+000  2.7662447e+000
  6.6476398e-001  1.7220958e-001  5.7615409e-001  4.6655750e-001  4.8734193e+000  2.8943225e+000
  5.7945696e-001  2.5869951e+000  1.6619348e+000  5.1163513e+000  2.8135274e+000  2.6175398e+000
  7.2569751e-001  1.8256561e+000  9.4125531e-001  1.5011648e+000  3.6081281e+000 -8.1038212e-002
  9.8500162e-001  2.6666080e+000  1.5873204e+000  1.2819363e+001  1.7480358e+000  4.1882515e+000
  3.7326532e-001  4.7189060e+000  1.0817199e+000  3.2035464e+000  4.2509717e+000  4.2554081e-002
  7.1363655e-001  1.3134982e+000  1.1508262e+000  1.1350497e+000  1.1223649e+001  4.1304223e+000
  8.6062867e-001  4.8185569e+000  1.0044024e+000  5.3057585e-001  6.3872226e+000  2.8082906e+000
  4.8316847e-001  5.5776890e+000  1.4622919e+000  9.4295951e-002  3.1263866e+000  2.2879833e+000
  6.3974243e-001  8.0367462e-001  1.2705707e+000  8.0962184e+000  2.9668781e+000  1.4006946e+000
  8.7593188e-001  2.9709941e+000  9.6934163e-001  3.1797121e-002  2.0520522e+000  2.4106685e-001
  9.5427096e-001  3.8273064e-001  1.3565307e+000  1.6417961e+001  3.4047162e+000  1.6403961e+000
  7.6736673e-001  1.7175553e-001  1.4940418e+000  1.8574487e+000  6.7625864e+000  2.8670759e+000
  9.5499955e-001  1.8978437e+000  9.3399008e-001  3.8662809e-001  1.9464344e+000  3.4260649e+000
  5.9848175e-001  3.1123590e+000  1.2376723e+000  6.9716402e-001  1.0387011e+000  2.3999590e+000
  3.2518604e-001  2.5837624e-001  9.6612864e-001  1.3040027e+000  1.9396483e+000  3.6823427e+000
  6.6101186e-001  4.8772426e+000  9.9798027e-001  6.7400747e-001  2.5568618e+000  2.5355162e+000
  8.7653441e-001  3.0531609e+000  1.2856610e+000  1.1684815e+000  3.2077882e+000  5.0096713e+000
  7.1973543e-001  1.1752727e+000  1.6689698e+000  1.3112961e+000  4.5413534e-001 -1.1787761e+000
  8.5577133e-001  7.8135522e-001  1.3146784e+000  4.3202545e+000  7.1702149e+000  4.6180419e+000
  9.2027279e-001  1.5543055e-001  1.8153437e+000  1.0031087e+000  2.6334620e+000  2.1064850e+000
  5.7738275e-001  2.6328051e+000  1.2182953e+000  2.1956029e-001  1.1759118e+000  1.2644773e+000
  3.9049354e-001  2.9458544e+000  9.7707841e-001  1.6359390e+000  6.5325497e+000  3.8928108e+000
  6.7535445e-001  1.0487647e+000  1.0864585e+000  5.8178022e-001  2.7048764e+000  2.3149125e+000
  8.6114668e-001  2.8185798e+000  8.8334728e-001  4.5666152e+000  7.7919076e+000  2.7476753e+000
  9.1918597e-001  6.2753353e-001  1.2444232e+000  2.6412563e+000  2.3400731e+000  3.6225851e+000
  7.4301091e-001  1.5725452e-001  6.1875204e-001  2.0463648e-001  3.4354661e+000  1.8497211e+000
